,acc,loss,val_acc,val_loss
0,0.8878333332803514,0.40903391846021014,0.9393333338101705,0.20884514919916788
1,0.9539074073191043,0.16047657637684434,0.9578333331743876,0.14892609906196594
2,0.966925925872944,0.11313174188137054,0.9625000003178914,0.13648295517762501
3,0.9737037037743462,0.08692703474450994,0.969833333015442,0.11060063807169597
4,0.9799629628393385,0.06865580821478809,0.9721666669845581,0.10474773772557576
5,0.9832407408467045,0.05574868981705772,0.9696666663487752,0.10951344815889995
6,0.9858703704056916,0.04622472197810809,0.9761666663487752,0.09168213458855946
7,0.98864814820113,0.03799666720959875,0.9759999996821086,0.09089101199309031
8,0.9912962963139569,0.029480980063478154,0.9766666663487752,0.0905255716641744
9,0.9924074074427287,0.025718153797366,0.9763333336512248,0.09382775191466014
10,0.9945000000353212,0.020557894647673325,0.9733333330154419,0.10072074393431346
11,0.9952037037213644,0.017511117480143352,0.9763333336512248,0.09734427603085835
12,0.9961481481481481,0.014254853626368223,0.9763333331743876,0.09685077695051829
13,0.996370370388031,0.013139057879094725,0.9788333330154418,0.09292413278420766
14,0.9980185185185185,0.009108060032129288,0.9790000003178915,0.09364764670530955
15,0.9987592592592592,0.006628376318072831,0.9773333330154419,0.09948619437217712
16,0.9989259259259259,0.0056675216052163805,0.9758333336512248,0.10668769443035125
17,0.9989074074074074,0.005585615531920835,0.978166666507721,0.10261659987767538
18,0.9983888889065495,0.006171724267027996,0.9768333336512248,0.11417416242758432
19,0.9983333333333333,0.006466659743062876,0.9776666663487752,0.12594174695014954
20,0.9953148148324754,0.013152966173710647,0.9746666663487752,0.12446957087516784
21,0.9974074074250681,0.008551739483657811,0.9763333336512248,0.11626447856426239
22,0.9989444444444444,0.004047918303766184,0.9788333330154418,0.11879009211063385
23,0.9997222222222222,0.001745601525288765,0.9803333330154419,0.11412172734737397
24,0.9999259259435865,0.001069104467553121,0.9793333330154419,0.11572782333691915
25,0.9984074074427287,0.005135343487615939,0.9766666663487752,0.12896633092562357
26,0.9953518518518518,0.013722819806249053,0.9773333330154419,0.13650304667154947
27,0.9980370370370371,0.006234082457643968,0.9764999996821085,0.12023716338475546
28,0.999537037037037,0.002128583664557448,0.9801666663487753,0.11137371126810709
29,0.9999444444444444,0.0005961933025952291,0.9794999996821085,0.11514977276325226
