,acc,loss,val_acc,val_loss
0,0.8868333334039759,0.4140211173914097,0.9433333334922791,0.19971997268994648
1,0.9556296295766478,0.15388803671907494,0.9573333338101705,0.14376997617880502
2,0.9688148147971541,0.10619294545827089,0.966,0.11162668490409851
3,0.9750370371253402,0.08234066482605758,0.964666666984558,0.11371106513341268
4,0.9807777778307597,0.06408401920398077,0.9700000004768372,0.0995802196264267
5,0.9842962962962963,0.051245422120999404,0.9735000003178914,0.09879804790019989
6,0.9873148148677967,0.04328535220358107,0.9733333338101705,0.09033217567205429
7,0.9897037037920069,0.03521716468312122,0.9756666665077209,0.09352968307336171
8,0.991037037037037,0.030220301905991856,0.9761666671435039,0.08904612720012665
9,0.9935370371076796,0.023304751221780422,0.9755000003178914,0.08789389558633169
10,0.9948518518695125,0.019185826683210002,0.9751666671435039,0.09656121969223022
11,0.9956851852381671,0.01591882344804428,0.9750000003178915,0.09856995069980622
12,0.9964074074250681,0.013378325051731534,0.9753333338101705,0.09528489792346954
13,0.9971851852028458,0.011113028575424795,0.9783333331743876,0.09463815057277679
14,0.9972777777777778,0.010226359199042674,0.9754999995231628,0.1009378426472346
15,0.9980740740917348,0.008272846761677,0.9766666671435038,0.09508657463391622
16,0.9976666667019879,0.008669007033109665,0.9748333338101705,0.11479096337159475
17,0.9967592592769199,0.010851397672185192,0.9721666671435039,0.11781234908103942
18,0.9978148148324755,0.007369219842608328,0.9748333338101705,0.11214448336760204
19,0.9982037037213644,0.006686251284899535,0.9768333331743876,0.10786452762285868
20,0.9991111111111111,0.004033962294183396,0.9778333338101705,0.10487942520777384
21,0.9989444444444444,0.004221724712807271,0.9778333331743876,0.11274850952625275
22,0.9989629629629629,0.0041485602617677714,0.9750000004768371,0.1193262755870819
23,0.9953148148148148,0.01417450180484189,0.9750000003178915,0.11896757205327352
24,0.9983703703703704,0.005499754168231178,0.9720000004768372,0.14346429634094238
25,0.9987962962962963,0.004246884406371801,0.9756666665077209,0.11914834022521972
26,0.9994814814814815,0.0024671851852218862,0.9780000003178915,0.11379253729184469
27,0.9999259259259259,0.001077031482718195,0.9788333338101705,0.1093353620370229
28,0.9999814814814815,0.0006629118095108963,0.9794999998410543,0.10921443645159404
29,0.9999814814814815,0.0005977841593514852,0.9794999998410543,0.11103712741533915
