,acc,loss,val_acc,val_loss
0,0.8795370370193764,0.4302480189491201,0.9378333333333333,0.21022576840718588
1,0.953740740776062,0.15964246997126827,0.9604999998410543,0.12906731069087982
2,0.9677777777071352,0.11129850517378913,0.965,0.11077474514643351
3,0.9751296295060052,0.08443113485751329,0.9713333328564961,0.0998566210269928
4,0.9801666667196486,0.06725293855313902,0.970333333492279,0.08762587811549505
5,0.983814814903118,0.0543036580770104,0.9764999995231628,0.08173099611699582
6,0.9868148148501361,0.044511259687167626,0.9731666668256124,0.08110820482174555
7,0.9888333333686546,0.036988817092997055,0.9761666666666666,0.0754294285501043
8,0.9912592592769199,0.02972029656778883,0.9756666668256124,0.0765083483705918
9,0.9933148148501361,0.024239411928035595,0.9789999995231629,0.0711457431068023
10,0.9942222222752042,0.020947585251596238,0.9785000001589457,0.07519608257710933
11,0.9945555555555555,0.018671734361184966,0.9760000001589457,0.07457588467995326
12,0.9960185185361792,0.014436002009168818,0.9788333334922791,0.07577100818355878
13,0.9972407408113833,0.0114468734027059,0.9779999995231629,0.0771783502176404
14,0.9972962962962963,0.010331980669664013,0.9798333334922791,0.07718855556845665
15,0.9978518518695125,0.009246854430547466,0.9796666661898296,0.07924937210480372
16,0.998462962962963,0.006626217501306975,0.9789999995231629,0.08400336230297883
17,0.9980370370546977,0.007566521882458969,0.9798333328564962,0.08359602024654547
18,0.9979814814991421,0.0073468879701362715,0.9781666668256124,0.09466321544845899
19,0.9984814814814815,0.006141247132862055,0.9773333328564962,0.0916452281648914
20,0.9984814814814815,0.00560627423575217,0.9778333334922791,0.09472529743115107
21,0.9972592592769199,0.009196242385578377,0.976333333492279,0.10457751039167246
22,0.9970740740917348,0.008855633302143326,0.9765000001589457,0.10241623812913894
23,0.9990740740740741,0.004031862422306505,0.9798333328564962,0.0923020600726207
24,0.9995925925925926,0.0020071877506044177,0.9783333333333334,0.09594112678058446
25,0.9998148148148148,0.0011501864991668197,0.9801666666666666,0.09092561897014578
26,1.0,0.0004575222246693792,0.9805,0.09102684296046694
27,1.0,0.00036272185656923317,0.9803333333333333,0.09256355510279536
28,1.0,0.00033245575232258823,0.9801666666666666,0.09260773835889995
29,1.0,0.000266730484022345,0.9805,0.0935339287382861
